sort,id,parent,scheme,context,domain,property,skos_exactMatch,rdfs_comment_en,skos_prefLabel_en,skos_altLabel_en,skos_hiddenLabel_en,skos_prefLabel_de,skos_altLabel_de,skos_prefLabel_fr,skos_altLabel_fr,skos_prefLabel_it,skos_altLabel_it,skos_definition_en
0,http://vocab.performing-arts.ch/ih,,True,Actor,crm:E51_Contact_Point,crm:P2_has_type,,,contact point,,,Kontakt,,contact,,contatto,,
1,http://vocab.performing-arts.ch/ihtxc,http://vocab.performing-arts.ch/ih,False,Actor,,,,,address,,,Adresse,,adresse,,indirizzo,,
2,http://vocab.performing-arts.ch/ihvhu,http://vocab.performing-arts.ch/ih,False,Actor,,,,,telephone,,,Telefon,,téléphone,,numero di telefono,,
3,http://vocab.performing-arts.ch/ihrml,http://vocab.performing-arts.ch/ih,False,Actor,,,,,e-mail,,,E-Mail,,courrier électronique,,e-mail,,
4,http://vocab.performing-arts.ch/ihctx,http://vocab.performing-arts.ch/ih,False,Actor,,,,,website,,,Website,,site web,,sito web,,
5,http://vocab.performing-arts.ch/kn,,True,Actor,crm:E21_Person,crm:P107i_is_current_or_former_member_of,,,gender,,,,,,,,,
6,http://vocab.performing-arts.ch/knsiw,http://vocab.performing-arts.ch/kn,False,Actor,,,aat:300189557; rdagd:1001,,female,,,weiblich,,féminin,,femminile,,
7,http://vocab.performing-arts.ch/knept,http://vocab.performing-arts.ch/kn,False,Actor,,,aat:300189559; rdagd:1002,,male,,,männlich,,masculin,,maschile,,
8,http://vocab.performing-arts.ch/knnvd,http://vocab.performing-arts.ch/kn,False,Actor,,,,,other,,,anderes,,autre,,altro,,
9,http://vocab.performing-arts.ch/ya,,True,Actor,crm:E41_Appellation,crm:P2_has_type,,,appellation,,,,,,,,,
10,http://vocab.performing-arts.ch/yakdx,http://vocab.performing-arts.ch/ya,False,Actor,,,aat:300404650,name of an actor,name,,,Name,,nom,,nome,,
11,http://vocab.performing-arts.ch/yatcx,http://vocab.performing-arts.ch/yakdx,False,Actor,,,aat:300404687,commonly used name of a person,common name,preferred name,,Gebräuchlicher Name,Bevorzugter Name,nom d'usage,,nome comunemente usato,nome comune,
12,http://vocab.performing-arts.ch/yadpx,http://vocab.performing-arts.ch/yakdx,False,Actor,,,aat:300404681,,birth name,,,Geburtsname,,nom de naissance,,nome di nascita,nome di famiglia,
13,http://vocab.performing-arts.ch/yallb,http://vocab.performing-arts.ch/yakdx,False,Actor,,,aat:300404683,,married name,,,Ehename,,nom marital,,nome da sposato/a,,
14,http://vocab.performing-arts.ch/yaajh,http://vocab.performing-arts.ch/yakdx,False,Actor,,,aat:300404657,,pseudonym,stage name,,Pseudonym,Bühnenname;Künstlername,pseudonyme,,pseudonimo,nome d'arte,
15,http://vocab.performing-arts.ch/yanuj,http://vocab.performing-arts.ch/yakdx,False,Actor,,,aat:300404686,official name of a group or institution,official name,,,Offizieller Name,,nom officiel,,nome ufficiale,,
16,http://vocab.performing-arts.ch/yavtx,http://vocab.performing-arts.ch/yakdx,False,Actor,,,aat:300404664,alternative name of a group or institution,alternative name,alias,,Alternativer Name,,nom alternatif,,nome alternativo,,
17,http://vocab.performing-arts.ch/yamqk,http://vocab.performing-arts.ch/yakdx,False,Actor,,,aat:300404659,acronym for the name of a group or institution,acronym,,,Akronym,,acronyme,,acronimo,,
18,http://vocab.performing-arts.ch/yasis,http://vocab.performing-arts.ch/yakdx,False,Actor,,,aat:300404658,,generic name,appellation,,Generische Bezeichnung,,nom générique,,nome generico,,
19,http://vocab.performing-arts.ch/yauzw,http://vocab.performing-arts.ch/yakdx,False,Actor,,,,,byline,,,Byline,,byline,,byline,,
20,http://vocab.performing-arts.ch/go,,True,Work,crm:E35_Title,crm:P2_has_type,,,title type,,,Titelart,,titre,,titolo,,
21,http://vocab.performing-arts.ch/gotlb,http://vocab.performing-arts.ch/go,False,Work,,,aat:300417193,title of a work,title,,,Titel,,titre,,titolo,,
22,http://vocab.performing-arts.ch/goctm,http://vocab.performing-arts.ch/go,False,Work,,,aat:300312006,,subtitle,,,Untertitel,,sous-titre,,sottotitolo,,
23,http://vocab.performing-arts.ch/gogja,http://vocab.performing-arts.ch/go,False,Work,,,aat:300417226,,alternative title,,,Alternativtitel,,titre alternatif,,titolo alternativo,,
24,http://vocab.performing-arts.ch/goctj,http://vocab.performing-arts.ch/go,False,Work,,,aat:300417210,,abbreviated title,,,Kurztitel,,titre abrégé,,titolo breve,titolo abbreviato,
25,http://vocab.performing-arts.ch/gowgn,http://vocab.performing-arts.ch/go,False,Work,,,aat:300417228,,working title,,,Arbeitstitel,,titre de travail,,titolo del lavoro,titolo dell'opera,
26,http://vocab.performing-arts.ch/vr,,True,Actor,crm:E74_Group,crm:P2_has_type,,form of organisation and general purpose,group type,,,Gruppenart,,type de groupe,,,,
27,http://vocab.performing-arts.ch/vrjhq,http://vocab.performing-arts.ch/vr,False,Actor,,,wd:Q15911314,,association,,,Verband,,association,,associazione,,
28,http://vocab.performing-arts.ch/vrctx,http://vocab.performing-arts.ch/vrjhq,False,Actor,,,,,promoter,,,Fördergesellschaft,,promoteur,,promotore/promotrice,società di promozione; promoter,
29,http://vocab.performing-arts.ch/vrsiw,http://vocab.performing-arts.ch/vrjhq,False,Actor,,,,,visitor care,,,Besucherorganisation,,association des visiteurs,,associazione degli spettatori,,
30,http://vocab.performing-arts.ch/vrxbs,http://vocab.performing-arts.ch/vr,False,Actor,,,,,artistic producer,,,künstlerischer Produzent,,producteur artistique,,produttore artistico,,
31,http://vocab.performing-arts.ch/vrmpj,http://vocab.performing-arts.ch/vrxbs,False,Actor,,,,,artistic professional producer,,,künstlerischer professioneller Produzent,,producteur artistique professionel,,produttore artistico professionista,,
32,http://vocab.performing-arts.ch/vrdat,http://vocab.performing-arts.ch/vrxbs,False,Actor,,,,,artistic amateur producer,,,künstlerischer Amateurproduzent,,producteur artistique amateur,,produttore artistico amatoriale,,
33,http://vocab.performing-arts.ch/vrjva,http://vocab.performing-arts.ch/vrxbs,False,Actor,,,,,subcompany,subensemble,,Teilensemble,,sous-ensemble,,sottocompagnia,,
34,http://vocab.performing-arts.ch/vrxrs,http://vocab.performing-arts.ch/vr,False,Actor,,,,,organizer,,,Veranstalter,,organisateur,,organizzatore,,
35,http://vocab.performing-arts.ch/vrfcm,http://vocab.performing-arts.ch/vrxrs,False,Actor,,,,,guest performance host,,,Gastspielhaus,,Théâtre d'accueil,,teatro ospitante,,
36,http://vocab.performing-arts.ch/vripy,http://vocab.performing-arts.ch/vr,False,Actor,,,wd:Q1751626;gnd:4501725-6,,festival,theatre festival,,Festival,Theaterfestival,festival,festival de théâtre,festival,festival del teatro; festival teatrale,
37,http://vocab.performing-arts.ch/vriww,http://vocab.performing-arts.ch/vr,False,Actor,,,,,Festspiel,,,Festspiel,,Festspiel (fète commémorative),,Festspiel (festa commemorativa),,
38,http://vocab.performing-arts.ch/vrnkf,http://vocab.performing-arts.ch/vr,False,Actor,,,,,open air play,,,Freilichtspiel,,jeu en plein air,,Freilichtspiel (spettacolo open air),,
39,http://vocab.performing-arts.ch/vrnmd,http://vocab.performing-arts.ch/vr,False,Actor,,,,,media producer,,,Medienproduzent,,producteur de médias,,produttore di media,,
40,http://vocab.performing-arts.ch/vrjiw,http://vocab.performing-arts.ch/vr,False,Actor,,,,,responsible body,,,Trägerschaft,,organisme responsable,,ente responsabile,,
41,http://vocab.performing-arts.ch/vriuw,http://vocab.performing-arts.ch/vr,False,Actor,,,wd:Q352450;gnd:4480144-0,,agency,,,Agentur,,agence,,agenzia,,
42,http://vocab.performing-arts.ch/vrbjn,http://vocab.performing-arts.ch/vriuw,False,Actor,,,,,fundraising agency,,,Fundraising-Agentur,,agence de collecte de fonds,,agenzia di raccolta fondi,,
43,http://vocab.performing-arts.ch/vrvyr,http://vocab.performing-arts.ch/vriuw,False,Actor,,,,,communication agency,PR agency,,Kommunikationsagentur,,agence de communication,,agenzia di comunicazione,,
44,http://vocab.performing-arts.ch/vrbyg,http://vocab.performing-arts.ch/vriuw,False,Actor,,,wd:Q5354754,,artist agency,talent agency,,Künstleragentur,,agence d'artistes,,agenzia di artisti,,
45,http://vocab.performing-arts.ch/vrmjk,http://vocab.performing-arts.ch/vr,False,Actor,,,,,educational institution,,,Bildungsinstitution,,institution de formation,,istituzione di formazione,,
46,http://vocab.performing-arts.ch/vrggs,http://vocab.performing-arts.ch/vr,False,Actor,,,wd:Q166118;gnd:4002859-8,,archive,,,Archiv,,archives,,archivio,,
47,http://vocab.performing-arts.ch/vriqe,http://vocab.performing-arts.ch/vr,False,Actor,,,wd:Q7075;gnd:4006439-6,,library,,,Bibliothek,,bibliothèque,,biblioteca,,
48,http://vocab.performing-arts.ch/vrsjj,http://vocab.performing-arts.ch/vr,False,Actor,,,wd:Q33506;gnd:4040795-0,,museum,,,Museum,,musée,,museo,,
49,http://vocab.performing-arts.ch/vrorh,http://vocab.performing-arts.ch/vr,False,Actor,,,wd:Q2085381;gnd:4063004-3,,publisher,,,Verlag,,maison d'édition,,casa editrice,,
50,http://vocab.performing-arts.ch/vrlpp,http://vocab.performing-arts.ch/vr,False,Actor,,,,,"award, competition",,,"Preis, Wettbewerb",,"prix, concurrence",,"premio, concorso",,
51,http://vocab.performing-arts.ch/mn,,True,Work,frbroo:F20_Performance_Work; crm:E7_Activity,crm:P2_has_type,,,genre,,,Genre,,genre,,,,
52,http://vocab.performing-arts.ch/mneyg,http://vocab.performing-arts.ch/mn,False,Work,,,aat:300054148;wd:Q39892385,,spoken theatre,drama,,Sprechtheater,Schaupiel; Drama,théâtre parlé,,teatro drammatico,teatro di prosa; arte drammatica,
53,http://vocab.performing-arts.ch/mnxrs,http://vocab.performing-arts.ch/mneyg,False,Work,,,wd:Q3096995,,avant-garde theatre,experimental theatre,,Avantgardetheater,Experimentelles Theater,théâtre avant-gardiste,théâtre expérimental,teatro d'avanguardia,teatro sperimentale,
54,http://vocab.performing-arts.ch/mnjiw,http://vocab.performing-arts.ch/mnxrs,False,Work,,,,,theatre of the absurd,,,Absurdes Theater,,théâtre de l'absurde,,teatro dell'assurdo,,
55,http://vocab.performing-arts.ch/mniuw,http://vocab.performing-arts.ch/mnxrs,False,Work,,,,,dadaism,dada; dada-theatre,,Dadaismus,Dada; Dadaistisches Theater; Dada-Theater,mouvement dada,"dada, dada-théâtre",dadaismo,dada; dadaista,
56,http://vocab.performing-arts.ch/mnmjk,http://vocab.performing-arts.ch/mnxrs,False,Work,,,,,surrealism theatre,,,Surrealistisches Theater,,théâtre surréaliste,,teatro surrealista,,
57,http://vocab.performing-arts.ch/mnggs,http://vocab.performing-arts.ch/mneyg,False,Work,,,wd:Q5151421,,comedy,,,Komödie,Lustpiel,comédie,,commedia,,
58,http://vocab.performing-arts.ch/mniqe,http://vocab.performing-arts.ch/mnggs,False,Work,,,gnd:4192524-5;wd:Q217117,,burleske,,,Burleske,,burlesque,,burlesque,,
59,http://vocab.performing-arts.ch/mnsjj,http://vocab.performing-arts.ch/mnggs,False,Work,,,,,mockery,,,Posse,,farce,,farsa,posse,
60,http://vocab.performing-arts.ch/mnorh,http://vocab.performing-arts.ch/mnggs,False,Work,,,,,satire,,,Satire,,satire,,satira,,
61,http://vocab.performing-arts.ch/mnvlp,http://vocab.performing-arts.ch/mnggs,False,Work,,,gnd:4053736-5;wd:Q11871,,droll story,schwank,,Schwank,,farce,schwank,farsa,schwank,
62,http://vocab.performing-arts.ch/mndyg,http://vocab.performing-arts.ch/mnggs,False,Work,,,,,parody,,,Parodie,,parodie,,parodia,,
63,http://vocab.performing-arts.ch/mnseo,http://vocab.performing-arts.ch/mneyg,False,Work,,,,,flash drama,dramolet; microdama; one-act play; monologue,,Minidrama,Dramolett; Mikrodrama; Einakter; Monolog,mini-drame,micro-drame; pièce en un acte; monologue,mini-dramma,micro-dramma; dramoletto; monologo,
64,http://vocab.performing-arts.ch/mnlxt,http://vocab.performing-arts.ch/mneyg,False,Work,,,gnd:4060591-7;wd:Q80930,,tragedy,,,Tragödie,,tragédie,,tragedia,,
65,http://vocab.performing-arts.ch/mnbcj,http://vocab.performing-arts.ch/mnlxt,False,Work,,,aat:300375153;gnd:4169388-7;wd:Q191489,,melodrama,,,Melodrama,,mélodrame,,melodramma,,
66,http://vocab.performing-arts.ch/mnaxq,http://vocab.performing-arts.ch/mneyg,False,Work,,,wd:Q634138,,documentary theatre,,,Dokumentarisches Theater,Dokumentartheater,théâtre documentaire,,teatro documentario,,
67,http://vocab.performing-arts.ch/mnanz,http://vocab.performing-arts.ch/mneyg,False,Work,,,wd:Q442725,,political theatre,agitprop-theatre,,Politisches Theater,Propagandistisches Theater; Agit-Prop-Theater,théâtre politique,théâtre d'agitprop,teatro politico,teatro di propaganda; teatro agit-prop,
68,http://vocab.performing-arts.ch/mnoic,http://vocab.performing-arts.ch/mneyg,False,Work,,,wd:Q2106021,,postdramatic theatre,,,Postdramatisches Theater,,théâtre post-dramatique,,teatro post-drammatico,,
69,http://vocab.performing-arts.ch/mnznu,http://vocab.performing-arts.ch/mneyg,False,Work,,,wd:Q39894018,,drama with music,,,Schauspiel mit Musik,,théâtre avec musique,,teatro con musica,,
70,http://vocab.performing-arts.ch/mnzgw,http://vocab.performing-arts.ch/mneyg,False,Work,,,,,reading,,,Lesung,szenische Lesung; Rezitation,lecture,,lettura pubblica,,
71,http://vocab.performing-arts.ch/mnjva,http://vocab.performing-arts.ch/mneyg,False,Work,,,wd:Q2635894;gnd:4025435-5,,audio drama,,,Hörspiel,,théâtre radiophonique,,radiodramma,,
72,http://vocab.performing-arts.ch/mnyuk,http://vocab.performing-arts.ch/mn,False,Work,,,aat:300417617,,musical theatre,,,Musiktheater,,théâtre musical,théâtre lyrique,teatro musicale,,
73,http://vocab.performing-arts.ch/mnbfm,http://vocab.performing-arts.ch/mnyuk,False,Work,,,aat:300054147;wd:Q1344,,opera,,,Oper,,opéra,théâtre lyrique,opera,teatro lirico,
74,http://vocab.performing-arts.ch/mnols,http://vocab.performing-arts.ch/mnyuk,False,Work,,,wd:Q170384,,operetta,,,Operette,,opérette,,operetta,,
75,http://vocab.performing-arts.ch/mnwna,http://vocab.performing-arts.ch/mnyuk,False,Work,,,wd:Q2743,,musical,,,Musical,,comédie musicale,,musical,,
76,http://vocab.performing-arts.ch/mnkqm,http://vocab.performing-arts.ch/mnyuk,False,Work,,,,,recital,,,Liederabend,Rezital,récital,,concerto vocale,,
77,http://vocab.performing-arts.ch/mnlcp,http://vocab.performing-arts.ch/mn,False,Work,,,,,dance,,,Tanz,,danse,,danza,ballo,
78,http://vocab.performing-arts.ch/mnhbj,http://vocab.performing-arts.ch/mnlcp,False,Work,,,wd:Q1020618,,stage dance,,,Bühnentanz,,danse de scène,,danza di scena,,
79,http://vocab.performing-arts.ch/mnunb,http://vocab.performing-arts.ch/mnhbj,False,Work,,,aat:300389782,,classical dance,,,Klassischer Tanz,,danse classique,,danza classica,balletto,
80,http://vocab.performing-arts.ch/mndug,http://vocab.performing-arts.ch/mnhbj,False,Work,,,,,neoclassical dance,,,Neoklassischer Tanz,,danse néoclassique,,danza neoclassica,,
81,http://vocab.performing-arts.ch/mnemr,http://vocab.performing-arts.ch/mnhbj,False,Work,,,wd:Q850130,,modern dance,,,Modern Dance,,danse moderne,,danza moderna,,
82,http://vocab.performing-arts.ch/mnfwa,http://vocab.performing-arts.ch/mnemr,False,Work,,,wd:Q778382,,expressionist dance,,,Ausdruckstanz,,danse d'expression,,danza espressionista,,
83,http://vocab.performing-arts.ch/mnppw,http://vocab.performing-arts.ch/mnemr,False,Work,,,,,dance theater,,,Tanztheater,,danse-théâtre,,teatrodanza,,
84,http://vocab.performing-arts.ch/mnddy,http://vocab.performing-arts.ch/mnemr,False,Work,,,,,American modern dance,,,Amerikanischer Modern Dance,,danse moderne américaine,,danza moderna americana,,
85,http://vocab.performing-arts.ch/mntin,http://vocab.performing-arts.ch/mnemr,False,Work,,,wd:Q673769;gnd:4401016-3,,postmodern dance,,,Postmoderner Tanz,,danse postmoderne,,danza postmoderna,,
86,http://vocab.performing-arts.ch/mnlpp,http://vocab.performing-arts.ch/mnhbj,False,Work,,,wd:Q186035,,contemporary dance,,,Zeitgenössischer Tanz,,danse contemporaine,,danza contemporanea,,
87,http://vocab.performing-arts.ch/mnqox,http://vocab.performing-arts.ch/mnhbj,False,Work,,,,,cabaret (dance),,,Cabaret,,danse de cabaret,,danza cabaret,,
88,http://vocab.performing-arts.ch/mngvi,http://vocab.performing-arts.ch/mnlcp,False,Work,,,aat:300389784;wd:Q3209069;gnd:4020651-8,,social dance,,,Gesellschaftstanz,,danse de société,,ballo di gruppo,,
89,http://vocab.performing-arts.ch/mnlok,http://vocab.performing-arts.ch/mngvi,False,Work,,,,,ballroom dances,,,Gesellschaftstänze,,danses de société,,balli di gruppo,,
90,http://vocab.performing-arts.ch/mnqqk,http://vocab.performing-arts.ch/mngvi,False,Work,,,wd:Q738622,,dance sport,,,Tanzsport,,danse sportive,,danza sportiva,,
91,http://vocab.performing-arts.ch/mnmqk,http://vocab.performing-arts.ch/mnlcp,False,Work,,,aat:300389783;gnd:4184448-8,,world dance and culture,,,Tanzkulturen der Welt,,culture et danse du monde,,danze e culture del mondo,,
92,http://vocab.performing-arts.ch/mniyu,http://vocab.performing-arts.ch/mnmqk,False,Work,,,,,Swiss folk dance,,,Schweizer Volkstanz,,danse folklorique suisse,,ballo folkloristico svizzero,danza folkloristica svizzera,
93,http://vocab.performing-arts.ch/mndsg,http://vocab.performing-arts.ch/mnmqk,False,Work,,,,,international folk dance,,,Volkstanz international,,danse folklorique internationale,,ballo folkloristico internazionale,danza folkloristica internazionale,
94,http://vocab.performing-arts.ch/mnlhq,http://vocab.performing-arts.ch/mnmqk,False,Work,,,,,community dance,,,Community Dance,,danse communautaire,,community dance,,
95,http://vocab.performing-arts.ch/mnazh,http://vocab.performing-arts.ch/mnmqk,False,Work,,,,,cult dance,,,Ritueller Tanz,,danse rituelle,,danza rituale,,
96,http://vocab.performing-arts.ch/mnyng,http://vocab.performing-arts.ch/mnlcp,False,Work,,,,,dance education and therapy,,,,,danse thérapie et pédagogie,,danza pedagogica e terapeutica,,
97,http://vocab.performing-arts.ch/mnhzn,http://vocab.performing-arts.ch/mn,False,Work,,,,,[Puppen- und Figurentheater],,,Puppen- und Figurentheater,,théâtre de marionnettes et de figures,,teatro delle marionette e dei burattini,,
98,http://vocab.performing-arts.ch/mnuzw,http://vocab.performing-arts.ch/mnhzn,False,Work,,,,,Puppentheater (puppetry),puppet theatre,,Puppentheater,,théâtre de marionnettes,,teatro delle marionette,teatro di marionette; teatro dei burattini; teatro di burattini,
99,http://vocab.performing-arts.ch/mntjx,http://vocab.performing-arts.ch/mnuzw,False,Work,,,,,marionette theatre,,,Marionettentheater,,théâtre de marionnettes à fils,,teatro delle marionette (a fili),teatro dei pupi; teatro di marionette,
100,http://vocab.performing-arts.ch/mnuyk,http://vocab.performing-arts.ch/mnuzw,False,Work,,,,,finger puppet theatre,,,Fingerpuppentheater,,théâtre de marionnettes à doigt,,teatro dei burattini a dito,teatro dei burattini a dita; teatro di burattini a dito; teatro di burattini a dita,
101,http://vocab.performing-arts.ch/mnjar,http://vocab.performing-arts.ch/mnuzw,False,Work,,,,,hand puppet theatre,,,Handpuppentheater,,théâtre de marionnettes à gaine,spectacle de guginols,teatro dei burattini a guanto,teatro di burattini a guanto,
102,http://vocab.performing-arts.ch/mnhnw,http://vocab.performing-arts.ch/mnuzw,False,Work,,,,,[Stangenmarionettentheater],,,Stangenmarionettentheater,,théâtre de marionettes à tringle,,teatro dei pupi,,
103,http://vocab.performing-arts.ch/mnfey,http://vocab.performing-arts.ch/mnuzw,False,Work,,,,,[Stockpuppentheater],,,Stockpuppentheater,,théâtre de marottes,,teatro dei pupazzi a bastone,teatro dei burattini a bastone; teatro delle marotte; teatro di pupazzi a bastone; teatro di burattini a bastone,
104,http://vocab.performing-arts.ch/mnbiq,http://vocab.performing-arts.ch/mnuzw,False,Work,,,,,[Stabpuppentheater],,,Stabpuppentheater,,théâtre de marionettes à tige,,teatro dei pupazzi a stecca,teatro dei burattini a stecca; teatro dei pupazzi a bacchetta,
105,http://vocab.performing-arts.ch/mniem,http://vocab.performing-arts.ch/mnuzw,False,Work,,,,,[Tischfigurentheater],,,Tischfigurentheater,,théâtre de marionettes à table,,teatro dei pupazzi da tavola,teatro delle figure da tavola,
106,http://vocab.performing-arts.ch/mnhgz,http://vocab.performing-arts.ch/mnuzw,False,Work,,,,,Punch and Judy show,,,Kaspertheater,Kasperltheater; Kasperlitheater,théâtre de guignol,,teatro dei burattini di pulcinella,,
107,http://vocab.performing-arts.ch/mndvh,http://vocab.performing-arts.ch/mnhzn,False,Work,,,aat:300248147;wd:Q588750,,Figurentheater (contemporary puppet theatre),,,Figurentheater,,théâtre de figures,,teatro di figura,,
108,http://vocab.performing-arts.ch/mnzgv,http://vocab.performing-arts.ch/mndvh,False,Work,,,,,object theatre,object puppetry,,Objekttheater,,théâtre d'objet,,teatro d'oggetti,,
109,http://vocab.performing-arts.ch/mnkht,http://vocab.performing-arts.ch/mndvh,False,Work,,,,,toy theatre,paper theatre; model theatre,,Papiertheater,,théâtre de papier,,teatro di carta,,
110,http://vocab.performing-arts.ch/mnvfa,http://vocab.performing-arts.ch/mndvh,False,Work,,,,,shadow theatre,shadow play,,Schattentheater,,ombres chinoises,théâtre d’ombres,ombre cinesi,,
111,http://vocab.performing-arts.ch/mnhaf,http://vocab.performing-arts.ch/mndvh,False,Work,,,,,black light theatre,black theatre,,Schwarzlichttheater,Schwarzes Theater,théâtre noire,,teatro nero,,
112,http://vocab.performing-arts.ch/mnjtg,http://vocab.performing-arts.ch/mnhzn,False,Work,,,,,Puppenspiel (puppetry),,,Puppenspiel,,spectacle de marionnettes,,spettacolo di marionette,spettacolo di burattini,
113,http://vocab.performing-arts.ch/mnlep,http://vocab.performing-arts.ch/mnjtg,False,Work,,,,,therapeutic puppetry,,,Therapeutisches Puppenspiel,,spectacle de marionnettes à but thérapeutique,,teatroterapia con le marionette,,
114,http://vocab.performing-arts.ch/mnusm,http://vocab.performing-arts.ch/mnjtg,False,Work,,,,,pedagogical puppetry,,,Pädagogisches Puppenspiel,,spectacle de marionnettes à but pédagogique,,teatro pedagogico con le marionette,,
115,http://vocab.performing-arts.ch/mnnvd,http://vocab.performing-arts.ch/mn,False,Work,,,,,other,,,andere,,autre,,altro,,
116,http://vocab.performing-arts.ch/mnnmd,http://vocab.performing-arts.ch/mnnvd,False,Work,,,,,chanson,,,Chanson,,chanson,,chanson,,
117,http://vocab.performing-arts.ch/mnbjn,http://vocab.performing-arts.ch/mnnvd,False,Work,,,gnd:7702122-8;wd:Q145806,,stand-up comedy,,,Stand-up-Comedy,,stand-up-comedy,,stand-up,,
118,http://vocab.performing-arts.ch/mnvyr,http://vocab.performing-arts.ch/mnnvd,False,Work,,,,,cabaret,,,Kabarett,,cabaret,,cabaret,,
119,http://vocab.performing-arts.ch/mnbyg,http://vocab.performing-arts.ch/mnnvd,False,Work,,,,,storytelling,,,Erzählkunst,,conte,,storytelling,contastorie,
120,http://vocab.performing-arts.ch/mnubc,http://vocab.performing-arts.ch/mnnvd,False,Work,,,gnd:4187453-5;wd:Q186286,,vaudeville and circus,,,Variête und Zirkus,,vaudeville et cirque,spectacle de travesties,varieté e circo,varietà,
121,http://vocab.performing-arts.ch/mnxbs,http://vocab.performing-arts.ch/mnnvd,False,Work,,,,,pantomime,,,Pantomime,,pantomine,,pantomima,mimo,
122,http://vocab.performing-arts.ch/mnnhz,http://vocab.performing-arts.ch/mnubc,False,Work,,,wd:Q47928;gnd:4067878-7,,circus,,,Zirkus,,cirque,,circo,,
123,http://vocab.performing-arts.ch/mnjzh,http://vocab.performing-arts.ch/mnnhz,False,Work,,,wd:Q194662,,Contemporary Circus,nouveau cirque,,Nouveau Cirque,zeitgenössischer Zirkus,nouveau cirque,cirque contemporain,nouveau cirque,circo contemporaneo,
124,http://vocab.performing-arts.ch/mntcq,http://vocab.performing-arts.ch/mnubc,False,Work,,,,,vaudeville,,,Variête,Artistik; Jonglage; Clownerie,vaudeville,,varieté,varietà; giocoleria; clownerie,
125,http://vocab.performing-arts.ch/mneec,http://vocab.performing-arts.ch/mnubc,False,Work,,,,,magic,,,Zauberkunst,,magie,,magia,,
126,http://vocab.performing-arts.ch/mnawx,http://vocab.performing-arts.ch/mnnvd,False,Work,,,aat:300121445,,performance,performance art,,Performance,,performance,,performance,,
127,http://vocab.performing-arts.ch/mnorx,http://vocab.performing-arts.ch/mnnvd,False,Work,,,aat:300055912;gnd:4010433-3;wd:Q191890,,Commedia dell'arte,,,Commedia dell'arte,,Commedia dell'arte,,Commedia dell'arte,,
129,http://vocab.performing-arts.ch/mnygb,http://vocab.performing-arts.ch/mnnvd,False,Work,,,,,forum theatre,theatre of the oppressed,,Forumtheater,Theater der Unterdrückten,théâtre forum,,teatro forum,teatro dell' oppresso,
130,http://vocab.performing-arts.ch/mnddp,http://vocab.performing-arts.ch/mnnvd,False,Work,,,gnd:4183004-0;wd:Q1140700,,improvisational theatre,"improvisation, improv",,Improvisationstheater,Impro,improvisation théâtrale,,improvvisazione teatrale,,
131,http://vocab.performing-arts.ch/mnbxj,http://vocab.performing-arts.ch/mnnvd,False,Work,,,,,mystery play,miracle play,easter drama; passion play; danse macabre,Mysterienspiel,Osterspiel; Passionsspiel; Totentanz,mystère (théâtre),mystère de Pâques; mystère de la Passion; danse macabre,mistero (teatro),mistero della Pasqua; mistero della Passione,
132,http://vocab.performing-arts.ch/mneoj,http://vocab.performing-arts.ch/mnnvd,False,Work,,,,,playback theatre,,,Playbacktheater,,playback théâtre,,playback theatre,,
133,http://vocab.performing-arts.ch/mnjzg,http://vocab.performing-arts.ch/mnnvd,False,Work,,,,,street theatre,,,Strassentheater,,théâtre de rue,,teatro di strada,,
134,http://vocab.performing-arts.ch/mnmeq,http://vocab.performing-arts.ch/mnnvd,False,Work,,,,,invisible theatre,,,Unsichtbares Theater,,théâtre invisible,,teatro invisibile,,
135,http://vocab.performing-arts.ch/mnktz,http://vocab.performing-arts.ch/mnnvd,False,Work,,,,,site-specific peformance,environmental theatre,,site-specific peformance,,site-specific peformance,,site-specific peformance,,
136,http://vocab.performing-arts.ch/mnyhs,http://vocab.performing-arts.ch/mnnvd,False,Work,,,,,open-air theatre,,,Freilichttheater,,théâtre en plein air,,teatro all'aperto,,
137,http://vocab.performing-arts.ch/mnzin,http://vocab.performing-arts.ch/mnnvd,False,Work,,,,,therapeutic theatre,drama therapy,,Therapeutisches Theater,Dramatherapie,théâtre thérapeutique,dramathérapie,teatroterapia,drammaterapia,
138,http://vocab.performing-arts.ch/mnbhp,http://vocab.performing-arts.ch/mn,False,Work,,,,,youth,,,Jugend,,jeunesse,,gioventù,,
139,http://vocab.performing-arts.ch/hl,,True,Work,frbroo:F31_Performance,crm:P2_has_type,,,performance type,,,Performance-Art,,type de performance,,tipo di performance,,
140,http://vocab.performing-arts.ch/hlamu,http://vocab.performing-arts.ch/hl,False,Work,,,,,premiere,,,Erstaufführung,,première,,prima,,
141,http://vocab.performing-arts.ch/hlhey,http://vocab.performing-arts.ch/hlamu,False,Work,,,,,world premiere,,,Uraufführung,,première mondiale,,prima mondiale,,
142,http://vocab.performing-arts.ch/hlwdj,http://vocab.performing-arts.ch/hlamu,False,Work,,,,,European premiere,,,Europäische Erstaufführung,,première européenne,,prima europera,,
143,http://vocab.performing-arts.ch/hluxz,http://vocab.performing-arts.ch/hlamu,False,Work,,,,,Swiss premiere,,,Schweizerische Erstaufführung,,première suisse,,prima svizzera,,
